,Vehicle ID,Year,Class,Drive,Transmission,Engine Cylinders,Engine Displacement,Turbocharger,Supercharger,Fuel Type,Fuel Economy Score,Gasoline/Electricity Blended
31993,33146,2013,Compact Cars,Front-Wheel Drive,Automatic (S5),4,2,0,0,Premium,7,FALSE
31994,33147,2013,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.4,0,0,Premium,6,FALSE
31995,33148,2013,Compact Cars,Front-Wheel Drive,Auto(AV-S7),4,1.5,0,0,Premium,9,FALSE
31996,33234,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.7,0,0,Premium,4,FALSE
31997,32634,2013,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.5,0,0,Premium,6,FALSE
31998,32635,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.5,0,0,Premium,5,FALSE
31999,33160,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,3.5,0,0,Premium,6,FALSE
32000,33162,2013,Midsize Cars,All-Wheel Drive,Automatic (S6),6,3.7,0,0,Premium,5,FALSE
32001,33161,2013,Midsize Cars,All-Wheel Drive,Manual 6-Speed,6,3.7,0,0,Premium,5,FALSE
32002,33150,2013,Compact Cars,Front-Wheel Drive,Automatic (S5),4,2.4,0,0,Premium,7,FALSE
32003,33151,2013,Compact Cars,Front-Wheel Drive,Automatic (S5),6,3.5,0,0,Premium,6,FALSE
32004,33149,2013,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.4,0,0,Premium,6,FALSE
32005,33177,2013,Small Station Wagons,Front-Wheel Drive,Automatic (S5),4,2.4,0,0,Premium,6,FALSE
32006,33533,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.7,0,0,Premium,4,FALSE
32007,33388,2013,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),12,5.9,0,0,Premium,3,FALSE
32008,33385,2013,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,4.7,0,0,Premium,3,FALSE
32009,33384,2013,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,8,4.7,0,0,Premium,3,FALSE
32010,33387,2013,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,4.7,0,0,Premium,3,FALSE
32011,33386,2013,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,8,4.7,0,0,Premium,3,FALSE
32012,32621,2013,Small Station Wagons,Front-Wheel Drive,Auto(AM-S6),4,2,1,0,Premium,6,FALSE
32013,32620,2013,Small Station Wagons,Front-Wheel Drive,Manual 6-Speed,4,2,1,0,Premium,6,FALSE
32014,32730,2013,Small Station Wagons,All-Wheel Drive,Auto(AM-S6),4,2,1,0,Premium,6,FALSE
32015,32687,2013,Compact Cars,Front-Wheel Drive,Auto(AV-S8),4,2,1,0,Premium,7,FALSE
32016,32688,2013,Compact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,6,FALSE
32017,33152,2013,Compact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium or E85,6,FALSE
32018,32572,2013,Compact Cars,All-Wheel Drive,Manual 6-Speed,4,2,1,0,Premium,7,FALSE
32019,32674,2013,Subcompact Cars,Front-Wheel Drive,Auto(AV-S8),4,2,1,0,Premium,7,FALSE
32020,32676,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,6,FALSE
32021,33143,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium or E85,6,FALSE
32022,32675,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,6,FALSE
32023,33142,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium or E85,6,FALSE
32024,32560,2013,Subcompact Cars,All-Wheel Drive,Manual 6-Speed,4,2,1,0,Premium,7,FALSE
32025,32700,2013,Midsize Cars,Front-Wheel Drive,Auto(AV-S8),4,2,1,0,Premium,7,FALSE
32026,32701,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,6,FALSE
32027,32703,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),6,3,0,1,Premium,5,FALSE
32028,32702,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),6,3,0,1,Premium,5,FALSE
32029,32398,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),6,3,0,1,Premium,5,FALSE
32030,33071,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4,1,0,Premium,5,FALSE
32031,32406,2013,Large Cars,All-Wheel Drive,Automatic (S8),6,3,0,1,Premium,5,FALSE
32032,33089,2013,Large Cars,All-Wheel Drive,Automatic (S8),8,4,1,0,Premium,4,FALSE
32033,33090,2013,Large Cars,All-Wheel Drive,Automatic (S8),12,6.3,0,0,Premium,3,FALSE
32034,32410,2013,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,6,FALSE
32035,33178,2013,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium or E85,6,FALSE
32036,32848,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,6,FALSE
32037,33278,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium or E85,6,FALSE
32038,33355,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3,0,1,Premium,5,FALSE
32039,33301,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32040,32648,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3,0,1,Premium,4,FALSE
32041,32564,2013,Subcompact Cars,All-Wheel Drive,Auto(AM-S7),8,4.2,0,0,Premium,4,FALSE
32042,33369,2013,Subcompact Cars,All-Wheel Drive,Auto(AM-S7),8,4.2,0,0,Premium,4,FALSE
32043,32573,2013,Compact Cars,All-Wheel Drive,Auto(AM-S7),6,3,0,1,Premium,5,FALSE
32044,32574,2013,Compact Cars,All-Wheel Drive,Manual 6-Speed,6,3,0,1,Premium,5,FALSE
32045,32561,2013,Subcompact Cars,All-Wheel Drive,Auto(AM-S7),6,3,0,1,Premium,5,FALSE
32046,32563,2013,Subcompact Cars,All-Wheel Drive,Manual 6-Speed,6,3,0,1,Premium,5,FALSE
32047,32562,2013,Subcompact Cars,All-Wheel Drive,Auto(AM-S7),6,3,0,1,Premium,5,FALSE
32048,32959,2013,Midsize Cars,All-Wheel Drive,Auto(AM-S7),8,4,1,0,Premium,5,FALSE
32049,32958,2013,Midsize Cars,All-Wheel Drive,Auto(AM-S7),8,4,1,0,Premium,5,FALSE
32050,33163,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4,1,0,Premium,4,FALSE
32051,32565,2013,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2,1,0,Premium,7,FALSE
32052,32558,2013,Two Seaters,All-Wheel Drive,Auto(AM-S6),4,2,1,0,Premium,7,FALSE
32053,32566,2013,Subcompact Cars,All-Wheel Drive,Manual 6-Speed,5,2.5,1,0,Premium,5,FALSE
32054,32366,2013,Midsize Cars,All-Wheel Drive,Automatic (S6),12,6,1,0,Premium or E85,2,FALSE
32055,32363,2013,Compact Cars,All-Wheel Drive,Automatic (S6),12,6,1,0,Premium or E85,2,FALSE
32056,32362,2013,Compact Cars,All-Wheel Drive,Automatic (S8),8,4,1,0,Premium,4,FALSE
32057,33313,2013,Compact Cars,All-Wheel Drive,Automatic (S8),12,6,1,0,Premium or E85,3,FALSE
32058,32360,2013,Subcompact Cars,All-Wheel Drive,Automatic (S6),12,6,1,0,Premium or E85,2,FALSE
32059,32359,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),8,4,1,0,Premium,4,FALSE
32060,33281,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),12,6,1,0,Premium or E85,3,FALSE
32061,32361,2013,Subcompact Cars,All-Wheel Drive,Automatic (S6),12,6,1,0,Premium or E85,2,FALSE
32062,33164,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,6.8,1,0,Premium,2,FALSE
32063,33033,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),6,3,0,0,Premium,5,FALSE
32064,33034,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,0,0,Premium,5,FALSE
32065,33031,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),6,3,0,0,Premium,5,FALSE
32066,33032,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,0,0,Premium,5,FALSE
32067,32885,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3,1,0,Premium,5,FALSE
32068,33035,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,6,FALSE
32069,32886,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3,1,0,Premium,5,FALSE
32070,32887,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,5,FALSE
32071,33502,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32072,33469,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2,1,0,Premium,7,FALSE
32073,33470,2013,Compact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32074,33759,2013,Compact Cars,All-Wheel Drive,Manual 6-Speed,4,2,1,0,Premium,7,FALSE
32075,32904,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32076,32905,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2,1,0,Premium,7,FALSE
32077,33038,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),6,3,0,0,Premium,5,FALSE
32078,33039,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,0,0,Premium,5,FALSE
32079,33052,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),6,3,0,0,Premium,5,FALSE
32080,33053,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,0,0,Premium,5,FALSE
32081,33036,2013,Subcompact Cars,All-Wheel Drive,Automatic (S6),6,3,0,0,Premium,5,FALSE
32082,33037,2013,Subcompact Cars,All-Wheel Drive,Manual 6-Speed,6,3,0,0,Premium,4,FALSE
32083,32906,2013,Compact Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32084,33054,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,7,FALSE
32085,32907,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,6,FALSE
32086,32894,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),6,3,1,0,Premium,5,FALSE
32087,32895,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,5,FALSE
32088,32888,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),6,3,1,0,Premium,5,FALSE
32089,32889,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,5,FALSE
32090,32890,2013,Subcompact Cars,All-Wheel Drive,Automatic (S6),6,3,1,0,Premium,5,FALSE
32091,32891,2013,Subcompact Cars,All-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,6,FALSE
32092,32908,2013,Compact Cars,All-Wheel Drive,Automatic (S8),6,3,1,0,Premium,6,FALSE
32093,32909,2013,Compact Cars,All-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,6,FALSE
32094,32892,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3,1,0,Premium,4,FALSE
32095,32893,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,5,FALSE
32096,32910,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3,1,0,Premium,4,FALSE
32097,32911,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,5,FALSE
32098,32963,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32099,32964,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32100,32965,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,6,FALSE
32101,32966,2013,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,6,FALSE
32102,32993,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,6,FALSE
32103,32967,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),6,3,1,0,Premium,6,FALSE
32104,33091,2013,Large Cars,All-Wheel Drive,Automatic (S8),6,3,1,0,Premium,5,FALSE
32105,32968,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,5,FALSE
32106,32969,2013,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,1,0,Premium,4,FALSE
32107,33092,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32108,33074,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32109,33093,2013,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32110,32912,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,6,FALSE
32111,33055,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,7,FALSE
32112,32593,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,6,FALSE
32113,33057,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32114,33058,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32115,33044,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32116,33056,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32117,33077,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32118,33078,2013,Compact Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32119,33094,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,5,FALSE
32120,33095,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,5,FALSE
32121,33096,2013,Large Cars,All-Wheel Drive,Automatic (S8),6,3,1,0,Premium,5,FALSE
32122,33097,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32123,33099,2013,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32124,33098,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32125,33100,2013,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32126,33105,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),12,6,1,0,Premium,3,FALSE
32127,33072,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,7,FALSE
32128,33073,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,7,FALSE
32129,33296,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),6,3,1,0,Premium,6,FALSE
32130,33102,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32131,33104,2013,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32132,33101,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32133,33103,2013,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,4,FALSE
32134,33043,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4,0,0,Premium,3,FALSE
32135,33042,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4,0,0,Premium,3,FALSE
32136,33041,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4,0,0,Premium,3,FALSE
32137,33040,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4,0,0,Premium,3,FALSE
32138,33076,2013,Midsize Cars,Rear-Wheel Drive,Auto(AM-S7),8,4.4,1,0,Premium,3,FALSE
32139,33075,2013,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,1,0,Premium,4,FALSE
32140,33060,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4.4,1,0,Premium,3,FALSE
32141,33059,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,1,0,Premium,4,FALSE
32142,33046,2013,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4.4,1,0,Premium,3,FALSE
32143,33045,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,1,0,Premium,4,FALSE
32144,33080,2013,Compact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4.4,1,0,Premium,3,FALSE
32145,33079,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,1,0,Premium,4,FALSE
32146,32961,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32147,32960,2013,Large Cars,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,7,FALSE
32148,32962,2013,Large Cars,All-Wheel Drive,Automatic (S6),6,3,1,0,Premium,5,FALSE
32149,32345,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2,1,0,Premium,6,FALSE
32150,32346,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3,1,0,Premium,5,FALSE
32151,32352,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),8,4.4,1,0,Premium,2,FALSE
32152,33395,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3,1,0,Diesel,5,FALSE
32153,32351,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3,1,0,Premium,4,FALSE
32154,32347,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,3,FALSE
32155,32354,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),8,4.4,1,0,Premium,2,FALSE
32156,32353,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3,1,0,Premium,4,FALSE
32157,32348,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.4,1,0,Premium,3,FALSE
32158,32855,2013,Two Seaters,Rear-Wheel Drive,Automatic 8-Speed,4,2,1,0,Premium,7,FALSE
32159,32856,2013,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,4,2,1,0,Premium,7,FALSE
32160,32858,2013,Two Seaters,Rear-Wheel Drive,Auto(AM-S7),6,3,1,0,Premium,4,FALSE
32161,32857,2013,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,6,3,1,0,Premium,5,FALSE
32162,32859,2013,Two Seaters,Rear-Wheel Drive,Auto(AM-S7),6,3,1,0,Premium,4,FALSE
32163,32656,2013,Two Seaters,All-Wheel Drive,Auto(AM-S7),16,8,1,0,Premium,1,FALSE
32164,33134,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,6,3.6,0,0,Regular,4,FALSE
32165,33131,2013,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,6,3.6,0,0,Regular,4,FALSE
32166,33226,2013,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,1.4,1,0,Regular,7,FALSE
32167,33392,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,1.4,1,0,Regular,7,FALSE
32168,32490,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32169,32535,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,3.6,0,0,Gasoline or E85,5,FALSE
32170,32705,2013,Midsize Cars,All-Wheel Drive,Automatic (S6),6,3.6,0,0,Gasoline or E85,5,FALSE
32171,32400,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.4,0,0,Regular,8,FALSE
32172,32536,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2,1,0,Gasoline or E85,5,FALSE
32173,32538,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2,1,0,Gasoline or E85,5,FALSE
32174,32706,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.4,0,0,Gasoline or E85,6,FALSE
32175,32707,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.4,0,0,Regular,6,FALSE
32176,33081,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2,1,0,Regular,5,FALSE
32177,32537,2013,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,2,1,0,Gasoline or E85,6,FALSE
32178,32704,2013,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,2,1,0,Regular,5,FALSE
32179,32399,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.4,0,0,Regular,8,FALSE
32180,32528,2013,Compact Cars,Front-Wheel Drive,Automatic (S6),4,2.4,0,0,Gasoline or E85,6,FALSE
32181,33153,2013,Compact Cars,Front-Wheel Drive,Automatic (S6),4,2,1,0,Regular,6,FALSE
32182,32689,2013,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,2,1,0,Regular,6,FALSE
32183,34860,2013,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (A1),6,3,0,0,Electricity,10,FALSE
32184,32690,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),4,2.5,0,0,Regular,7,FALSE
32185,33156,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),6,3.6,0,0,Gasoline or E85,5,FALSE
32186,33157,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32187,33314,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),4,2,1,0,Regular,6,FALSE
32188,33341,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2,1,0,Regular,6,FALSE
32189,33154,2013,Compact Cars,All-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32190,33155,2013,Compact Cars,All-Wheel Drive,Automatic (S6),6,3.6,0,0,Gasoline or E85,5,FALSE
32191,33287,2013,Compact Cars,All-Wheel Drive,Automatic (S6),4,2,1,0,Regular,6,FALSE
32192,32402,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S6),8,6.2,0,1,Regular,2,FALSE
32193,32539,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32194,32596,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S6),6,3,0,0,Regular,5,FALSE
32195,32401,2013,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,0,1,Premium,3,FALSE
32196,32595,2013,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,0,0,Regular,4,FALSE
32197,32594,2013,Midsize Cars,All-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32198,32597,2013,Midsize Cars,All-Wheel Drive,Automatic (S6),6,3,0,0,Regular,5,FALSE
32199,32412,2013,Small Station Wagons,Rear-Wheel Drive,Automatic (S6),8,6.2,0,1,Premium,2,FALSE
32200,32546,2013,Small Station Wagons,Rear-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32201,32623,2013,Small Station Wagons,Rear-Wheel Drive,Automatic (S6),6,3,0,0,Regular,5,FALSE
32202,32411,2013,Small Station Wagons,Rear-Wheel Drive,Manual 6-Speed,8,6.2,0,1,Premium,3,FALSE
32203,32622,2013,Small Station Wagons,All-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32204,32624,2013,Small Station Wagons,All-Wheel Drive,Automatic (S6),6,3,0,0,Regular,5,FALSE
32205,32466,2013,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,6.2,0,0,Gasoline or E85,3,FALSE
32206,32477,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,8,6.2,0,0,Gasoline or E85,3,FALSE
32207,32467,2013,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,6.2,0,0,Gasoline or E85,3,FALSE
32208,32512,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,8,6.2,0,0,Gasoline or E85,2,FALSE
32209,32511,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,8,6.2,0,0,Gasoline or E85,2,FALSE
32210,32644,2013,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (variable gear ratios),8,6,0,0,Regular,5,FALSE
32211,32649,2013,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (variable gear ratios),8,6,0,0,Regular,5,FALSE
32212,32555,2013,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.6,0,0,Gasoline or E85,4,FALSE
32213,32556,2013,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.6,0,0,Gasoline or E85,4,FALSE
32214,32498,2013,Large Cars,Front-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32215,32619,2013,Large Cars,All-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32216,33389,2013,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,4,FALSE
32217,33390,2013,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,4,FALSE
32218,32469,2013,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,0,0,Gasoline or E85,4,FALSE
32219,32478,2013,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,0,0,Gasoline or E85,4,FALSE
32220,32393,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),8,6.2,0,1,Premium,2,FALSE
32221,32397,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),8,6.2,0,0,Regular,4,FALSE
32222,32529,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),6,3.6,0,0,Regular,5,FALSE
32223,32395,2013,Compact Cars,Rear-Wheel Drive,Automatic 6-Speed,6,3.6,0,0,Regular,5,FALSE
32224,32392,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,0,1,Premium,3,FALSE
32225,32394,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,0,0,Regular,4,FALSE
32226,32396,2013,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.6,0,0,Regular,5,FALSE
32227,32748,2013,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,6,3,0,0,Gasoline or E85,4,FALSE
32228,32743,2013,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,4,2.4,0,0,Gasoline or E85,6,FALSE
