Vehicle ID,Year,Make,Model,Class,Drive,Transmission,Engine Cylinders,Engine Displacement,Turbocharger,Supercharger,Fuel Type,Fuel Type 1,Fuel Type 2,City MPG,Highway MPG,Combined MPG,Annual Fuel Cost,Fuel Economy Score,Gasoline/Electricity Blended
38524,2017,Tesla,Model S AWD - 75D,Large Cars,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,102,105,103,650,10,FALSE
38525,2017,Tesla,Model S AWD - P100D,Large Cars,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,92,105,98,700,10,FALSE
38526,2017,Tesla,Model X AWD - 60D,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,91,94,93,700,10,FALSE
38527,2017,Tesla,Model X AWD - 75D,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,91,95,93,700,10,FALSE
38528,2017,Tesla,Model X AWD - 90D,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,90,94,92,700,10,FALSE
38529,2017,Tesla,Model X AWD - P90D,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,89,90,89,750,10,FALSE
38530,2017,Tesla,Model X AWD - P100D,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,81,92,86,750,10,FALSE
38531,2017,Toyota,Prius Prime,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular Gas and Electricity,Regular Gasoline,Electricity,55,53,54,650,10,TRUE
38532,2017,Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Automatic (S10),8,6.2,,S,Premium,Premium Gasoline,,12,20,15,2800,2,FALSE
38533,2017,Dodge,Challenger GT,Midsize Cars,All-Wheel Drive,Automatic 8-Speed,6,3.6,,,Regular,Regular Gasoline,,18,27,21,1650,4,FALSE
38534,2017,Jeep,New Compass 4WD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 9-Speed,4,2.4,,,Regular,Regular Gasoline,,22,30,25,1400,5,FALSE
38535,2017,Mercedes-Benz,AMG GLE43 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,6,3,T,,Premium,Premium Gasoline,,17,23,20,2100,4,FALSE
38536,2017,Mercedes-Benz,G550,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,4,T,,Premium,Premium Gasoline,,11,11,11,3850,1,FALSE
38537,2017,Tesla,Model S AWD - P90D,Large Cars,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,92,100,95,700,10,FALSE
38538,2017,Subaru,Impreza 4-Door,Midsize Cars,All-Wheel Drive,Manual 5-Speed,4,2,,,Regular,Regular Gasoline,,24,32,27,1300,6,FALSE
38539,2017,Subaru,Impreza Sport 4-Door,Midsize Cars,All-Wheel Drive,Manual 5-Speed,4,2,,,Regular,Regular Gasoline,,23,31,26,1350,6,FALSE
38540,2017,Subaru,Impreza 5-Door,Small Station Wagons,All-Wheel Drive,Manual 5-Speed,4,2,,,Regular,Regular Gasoline,,24,31,26,1350,6,FALSE
38541,2017,Subaru,Impreza Sport 5-Door,Small Station Wagons,All-Wheel Drive,Manual 5-Speed,4,2,,,Regular,Regular Gasoline,,22,30,25,1400,5,FALSE
38542,2017,Chrysler,Pacifica,Minivan - 2WD,Front-Wheel Drive,Automatic 9-Speed,6,3.6,,,Regular,Regular Gasoline,,19,28,22,1600,5,FALSE
